model	language	task	perturbation	probing_location	dev_acc	test_acc	probing_location_better
mBERT	Arabic	aspect_verb	mBERT-lc-2	last	91.55	92.45	True
mBERT	Arabic	aspect_verb	mBERT-rand-lc-2	last	75.45	82.8	True
mBERT	Arabic	aspect_verb	mBERT-rand-lc-3	last	75.35	81.0	True
mBERT	Arabic	case_adj	mBERT-lc-1	last	68.955223880597	67.76119402985074	True
mBERT	Arabic	case_adj	mBERT-lc-2	last	69.90049751243781	65.42288557213931	True
mBERT	Arabic	case_adj	mBERT-rand-lc-2	last	58.258706467661696	59.20398009950249	True
mBERT	Arabic	case_adj	mBERT-rand-lc-3	last	59.55223880597015	60.39800995024875	True
mBERT	Arabic	case_noun	mBERT-lc-1	last	72.5870646766169	68.60696517412934	True
mBERT	Arabic	case_noun	mBERT-lc-2	last	68.00995024875621	63.83084577114429	True
mBERT	Arabic	case_noun	mBERT-rand-lc-2	last	57.711442786069654	52.53731343283582	True
mBERT	Arabic	case_noun	mBERT-rand-lc-3	last	55.32338308457712	54.57711442786069	True
mBERT	Arabic	definite_noun	mBERT-lc-1	last	94.07960199004977	83.53233830845771	True
mBERT	Arabic	definite_noun	mBERT-lc-2	last	93.28358208955224	82.53731343283582	True
mBERT	Arabic	definite_noun	mBERT-rand-lc-2	last	48.308457711442784	44.5771144278607	True
mBERT	Arabic	definite_noun	mBERT-rand-lc-3	last	53.930348258706466	47.41293532338309	True
mBERT	Arabic	gender_adj	mBERT-lc-1	last	99.0	97.0	True
mBERT	Arabic	gender_adj	mBERT-lc-2	last	99.5	97.4	True
mBERT	Arabic	gender_adj	mBERT-rand-lc-2	last	97.45	95.55	True
mBERT	Arabic	gender_adj	mBERT-rand-lc-3	last	97.5	96.6	True
mBERT	Arabic	gender_verb	mBERT-lc-1	last	93.55	86.0	True
mBERT	Arabic	gender_verb	mBERT-lc-2	last	95.8	87.4	True
mBERT	Arabic	gender_verb	mBERT-rand-lc-2	last	73.35	68.95	True
mBERT	Arabic	gender_verb	mBERT-rand-lc-3	last	73.6	68.8	True
mBERT	Armenian	animacy_noun	mBERT-lc-1	last	88.7	84.65	True
mBERT	Armenian	animacy_noun	mBERT-lc-2	last	81.8	80.6	True
mBERT	Armenian	animacy_noun	mBERT-rand-lc-2	last	65.1	61.35	True
mBERT	Armenian	animacy_noun	mBERT-rand-lc-3	last	66.2	58.3	True
mBERT	Armenian	definite_noun	mBERT-lc-1	last	99.0	98.75	True
mBERT	Armenian	definite_noun	mBERT-lc-2	last	98.55	98.55	True
mBERT	Armenian	definite_noun	mBERT-rand-lc-2	last	94.15	93.3	True
mBERT	Armenian	definite_noun	mBERT-rand-lc-3	last	94.35	94.75	True
mBERT	Armenian	subcat_verb	mBERT-lc-1	last	82.95	69.0	True
mBERT	Armenian	subcat_verb	mBERT-lc-2	last	80.5	71.55	True
mBERT	Armenian	subcat_verb	mBERT-rand-lc-2	last	64.85	53.75	True
mBERT	Armenian	subcat_verb	mBERT-rand-lc-3	last	58.45	53.1	True
mBERT	Basque	case_noun	mBERT-lc-1	last	94.83253588516746	91.48325358851673	True
mBERT	Basque	case_noun	mBERT-lc-2	last	93.20574162679426	90.2870813397129	True
mBERT	Basque	case_noun	mBERT-rand-lc-2	last	58.373205741626805	54.641148325358856	True
mBERT	Basque	case_noun	mBERT-rand-lc-3	last	58.08612440191388	54.35406698564593	True
mBERT	Basque	definite_noun	mBERT-lc-1	last	84.0	82.85	True
mBERT	Basque	definite_noun	mBERT-lc-2	last	80.95	81.8	True
mBERT	Basque	definite_noun	mBERT-rand-lc-2	last	69.9	64.95	True
mBERT	Basque	definite_noun	mBERT-rand-lc-3	last	68.75	64.9	True
mBERT	Basque	number_noun	mBERT-lc-1	last	85.6	86.4	True
mBERT	Basque	number_noun	mBERT-lc-2	last	83.85	82.6	True
mBERT	Basque	number_noun	mBERT-rand-lc-2	last	70.4	69.75	True
mBERT	Basque	number_noun	mBERT-rand-lc-3	last	70.65	77.0	True
mBERT	Bulgarian	aspect_verb	mBERT-lc-1	last	84.25	78.25	True
mBERT	Bulgarian	aspect_verb	mBERT-lc-2	last	81.3	79.2	True
mBERT	Bulgarian	aspect_verb	mBERT-rand-lc-2	last	67.6	58.05	True
mBERT	Bulgarian	aspect_verb	mBERT-rand-lc-3	last	68.35	60.6	True
mBERT	Bulgarian	definite_adj	mBERT-lc-1	last	98.95	99.05	True
mBERT	Bulgarian	definite_adj	mBERT-lc-2	last	99.5	98.8	True
mBERT	Bulgarian	definite_adj	mBERT-rand-lc-2	last	81.4	77.45	True
mBERT	Bulgarian	definite_adj	mBERT-rand-lc-3	last	83.95	77.65	True
mBERT	Bulgarian	definite_noun	mBERT-lc-1	last	97.1	93.15	True
mBERT	Bulgarian	definite_noun	mBERT-lc-2	last	95.6	93.75	True
mBERT	Bulgarian	definite_noun	mBERT-rand-lc-2	last	76.7	74.9	True
mBERT	Bulgarian	definite_noun	mBERT-rand-lc-3	last	73.7	74.1	True
mBERT	Bulgarian	gender_adj	mBERT-lc-1	last	100.0	99.50248756218907	True
mBERT	Bulgarian	gender_adj	mBERT-lc-2	last	100.0	99.50248756218907	True
mBERT	Bulgarian	gender_adj	mBERT-rand-lc-2	last	100.0	98.60696517412934	True
mBERT	Bulgarian	gender_adj	mBERT-rand-lc-3	last	99.50248756218907	98.50746268656715	True
mBERT	Bulgarian	gender_noun	mBERT-lc-1	last	87.81094527363184	86.81592039800995	True
mBERT	Bulgarian	gender_noun	mBERT-lc-2	last	85.27363184079601	82.53731343283582	True
mBERT	Bulgarian	gender_noun	mBERT-rand-lc-2	last	69.80099502487562	66.81592039800995	True
mBERT	Bulgarian	gender_noun	mBERT-rand-lc-3	last	70.09950248756219	67.01492537313433	True
mBERT	Bulgarian	number_adj	mBERT-lc-1	last	99.5	98.0	True
mBERT	Bulgarian	number_adj	mBERT-lc-2	last	99.5	98.0	True
mBERT	Bulgarian	number_adj	mBERT-rand-lc-2	last	99.0	98.0	True
mBERT	Bulgarian	number_adj	mBERT-rand-lc-3	last	99.0	98.0	True
mBERT	Bulgarian	number_verb	mBERT-lc-1	last	97.95	99.3	True
mBERT	Bulgarian	number_verb	mBERT-lc-2	last	98.5	98.9	True
mBERT	Bulgarian	number_verb	mBERT-rand-lc-2	last	75.45	75.35	True
mBERT	Bulgarian	number_verb	mBERT-rand-lc-3	last	75.55	77.15	True
mBERT	Bulgarian	person_verb	mBERT-lc-1	last	94.4	96.76616915422886	True
mBERT	Bulgarian	person_verb	mBERT-lc-2	last	95.05	96.2189054726368	True
mBERT	Bulgarian	person_verb	mBERT-rand-lc-2	last	80.35	83.18407960199005	True
mBERT	Bulgarian	person_verb	mBERT-rand-lc-3	last	83.95	82.98507462686567	True
mBERT	Bulgarian	tense_verb	mBERT-lc-1	last	88.65	84.02985074626865	True
mBERT	Bulgarian	tense_verb	mBERT-lc-2	last	88.05	84.77611940298507	True
mBERT	Bulgarian	tense_verb	mBERT-rand-lc-2	last	67.2	66.2686567164179	True
mBERT	Bulgarian	tense_verb	mBERT-rand-lc-3	last	66.3	67.11442786069651	True
mBERT	Bulgarian	verbform_verb	mBERT-lc-1	last	96.95	97.85	True
mBERT	Bulgarian	verbform_verb	mBERT-lc-2	last	96.65	97.15	True
mBERT	Bulgarian	verbform_verb	mBERT-rand-lc-2	last	80.35	81.2	True
mBERT	Bulgarian	verbform_verb	mBERT-rand-lc-3	last	79.55	81.05	True
mBERT	Bulgarian	voice_verb	mBERT-lc-1	last	99.4	98.05	True
mBERT	Bulgarian	voice_verb	mBERT-lc-2	last	99.55	98.85	True
mBERT	Bulgarian	voice_verb	mBERT-rand-lc-2	last	83.5	80.25	True
mBERT	Bulgarian	voice_verb	mBERT-rand-lc-3	last	81.55	80.05	True
mBERT	Catalan	gender_adj	mBERT-lc-1	last	99.95	99.7	True
mBERT	Catalan	gender_adj	mBERT-lc-2	last	100.0	99.8	True
mBERT	Catalan	gender_adj	mBERT-rand-lc-2	last	83.55	82.25	True
mBERT	Catalan	gender_adj	mBERT-rand-lc-3	last	82.05	81.65	True
mBERT	Catalan	gender_noun	mBERT-lc-1	last	94.05	94.8	True
mBERT	Catalan	gender_noun	mBERT-lc-2	last	93.25	91.35	True
mBERT	Catalan	gender_noun	mBERT-rand-lc-2	last	75.65	69.75	True
mBERT	Catalan	gender_noun	mBERT-rand-lc-3	last	76.0	71.35	True
mBERT	Catalan	mood_verb	mBERT-lc-1	last	99.5	97.4	True
mBERT	Catalan	mood_verb	mBERT-lc-2	last	99.5	98.65	True
mBERT	Catalan	mood_verb	mBERT-rand-lc-2	last	91.5	84.9	True
mBERT	Catalan	mood_verb	mBERT-rand-lc-3	last	91.35	84.5	True
mBERT	Catalan	number_adj	mBERT-lc-1	last	99.55	99.75	True
mBERT	Catalan	number_adj	mBERT-lc-2	last	100.0	99.45	True
mBERT	Catalan	number_adj	mBERT-rand-lc-2	last	99.0	99.0	True
mBERT	Catalan	number_adj	mBERT-rand-lc-3	last	99.0	99.0	True
mBERT	Catalan	number_noun	mBERT-lc-1	last	99.25	98.75	True
mBERT	Catalan	number_noun	mBERT-lc-2	last	99.2	98.55	True
mBERT	Catalan	number_noun	mBERT-rand-lc-2	last	99.0	97.5	True
mBERT	Catalan	number_noun	mBERT-rand-lc-3	last	99.0	97.5	True
mBERT	Catalan	number_verb	mBERT-lc-1	last	99.05	99.25	True
mBERT	Catalan	number_verb	mBERT-lc-2	last	99.5	98.8	True
mBERT	Catalan	number_verb	mBERT-rand-lc-2	last	94.9	97.2	True
mBERT	Catalan	number_verb	mBERT-rand-lc-3	last	95.6	97.05	True
mBERT	Catalan	tense_verb	mBERT-lc-1	last	95.2	93.95	True
mBERT	Catalan	tense_verb	mBERT-lc-2	last	92.6	93.55	True
mBERT	Catalan	tense_verb	mBERT-rand-lc-2	last	67.35	64.65	True
mBERT	Catalan	tense_verb	mBERT-rand-lc-3	last	65.8	66.65	True
mBERT	Catalan	verbform_verb	mBERT-lc-1	last	100.0	100.0	True
mBERT	Catalan	verbform_verb	mBERT-lc-2	last	99.50495049504948	98.16831683168317	True
mBERT	Catalan	verbform_verb	mBERT-rand-lc-2	last	84.00990099009901	83.9108910891089	True
mBERT	Catalan	verbform_verb	mBERT-rand-lc-3	last	82.27722772277227	81.73267326732673	True
mBERT	Croatian	case_adj	mBERT-lc-1	last	89.2	88.8118811881188	True
mBERT	Croatian	case_adj	mBERT-lc-2	last	86.3	86.88118811881188	True
mBERT	Croatian	case_adj	mBERT-rand-lc-2	last	62.75	62.42574257425743	True
mBERT	Croatian	case_adj	mBERT-rand-lc-3	last	62.8	62.37623762376237	True
mBERT	Croatian	case_noun	mBERT-lc-1	last	81.82266009852216	80.58823529411764	True
mBERT	Croatian	case_noun	mBERT-lc-2	last	77.98029556650246	77.30392156862747	True
mBERT	Croatian	case_noun	mBERT-rand-lc-2	last	49.21182266009852	51.96078431372549	True
mBERT	Croatian	case_noun	mBERT-rand-lc-3	last	49.50738916256158	50.24509803921569	True
mBERT	Croatian	definite_adj	mBERT-lc-1	last	98.35	98.45	True
mBERT	Croatian	definite_adj	mBERT-lc-2	last	98.5	97.75	True
mBERT	Croatian	definite_adj	mBERT-rand-lc-2	last	97.75	97.35	True
mBERT	Croatian	definite_adj	mBERT-rand-lc-3	last	97.5	97.85	True
mBERT	Croatian	gender_adj	mBERT-lc-1	last	84.22885572139305	81.59203980099502	True
mBERT	Croatian	gender_adj	mBERT-lc-2	last	79.0049751243781	75.72139303482588	True
mBERT	Croatian	gender_adj	mBERT-rand-lc-2	last	75.32338308457712	67.81094527363184	True
mBERT	Croatian	gender_adj	mBERT-rand-lc-3	last	77.96019900497511	66.76616915422885	True
mBERT	Croatian	gender_noun	mBERT-lc-1	last	87.76119402985074	80.29850746268656	True
mBERT	Croatian	gender_noun	mBERT-lc-2	last	85.27363184079603	76.16915422885572	True
mBERT	Croatian	gender_noun	mBERT-rand-lc-2	last	45.72139303482588	47.01492537313432	True
mBERT	Croatian	gender_noun	mBERT-rand-lc-3	last	47.41293532338308	47.41293532338308	True
mBERT	Croatian	number_adj	mBERT-lc-1	last	94.1	95.6	True
mBERT	Croatian	number_adj	mBERT-lc-2	last	92.35	93.6	True
mBERT	Croatian	number_adj	mBERT-rand-lc-2	last	80.05	81.15	True
mBERT	Croatian	number_adj	mBERT-rand-lc-3	last	79.7	80.1	True
mBERT	Croatian	number_noun	mBERT-lc-1	last	91.0	89.65	True
mBERT	Croatian	number_noun	mBERT-lc-2	last	90.7	90.1	True
mBERT	Croatian	number_noun	mBERT-rand-lc-2	last	77.45	75.7	True
mBERT	Croatian	number_noun	mBERT-rand-lc-3	last	77.3	75.75	True
mBERT	Croatian	number_verb	mBERT-lc-1	last	98.7	97.25	True
mBERT	Croatian	number_verb	mBERT-lc-2	last	98.0	96.0	True
mBERT	Croatian	number_verb	mBERT-rand-lc-2	last	82.9	81.5	True
mBERT	Croatian	number_verb	mBERT-rand-lc-3	last	83.8	82.15	True
mBERT	Croatian	tense_verb	mBERT-lc-1	last	98.5	98.7	True
mBERT	Croatian	tense_verb	mBERT-lc-2	last	100.0	98.75	True
mBERT	Croatian	tense_verb	mBERT-rand-lc-2	last	76.65	73.15	True
mBERT	Croatian	tense_verb	mBERT-rand-lc-3	last	76.4	72.4	True
mBERT	Croatian	verbform_verb	mBERT-lc-1	last	97.56218905472636	98.85572139303483	True
mBERT	Croatian	verbform_verb	mBERT-lc-2	last	98.45771144278606	99.50248756218905	True
mBERT	Croatian	verbform_verb	mBERT-rand-lc-2	last	73.18407960199005	76.31840796019901	True
mBERT	Croatian	verbform_verb	mBERT-rand-lc-3	last	73.38308457711443	77.2636815920398	True
mBERT	Czech	animacy_adj	mBERT-lc-1	last	93.3	87.4	True
mBERT	Czech	animacy_adj	mBERT-lc-2	last	91.55	87.4	True
mBERT	Czech	animacy_adj	mBERT-rand-lc-2	last	63.25	59.95	True
mBERT	Czech	animacy_adj	mBERT-rand-lc-3	last	64.6	60.15	True
mBERT	Czech	animacy_noun	mBERT-lc-1	last	88.95	84.15	True
mBERT	Czech	animacy_noun	mBERT-lc-2	last	86.95	83.05	True
mBERT	Czech	animacy_noun	mBERT-rand-lc-2	last	71.0	69.05	True
mBERT	Czech	animacy_noun	mBERT-rand-lc-3	last	69.7	66.95	True
mBERT	Czech	animacy_propn	mBERT-lc-1	last	93.8	90.8	True
mBERT	Czech	animacy_propn	mBERT-lc-2	last	90.7	86.95	True
mBERT	Czech	animacy_propn	mBERT-rand-lc-2	last	70.15	67.85	True
mBERT	Czech	animacy_propn	mBERT-rand-lc-3	last	72.05	70.1	True
mBERT	Czech	animacy_verb	mBERT-lc-1	last	94.5	95.05	True
mBERT	Czech	animacy_verb	mBERT-lc-2	last	95.4	94.55	True
mBERT	Czech	animacy_verb	mBERT-rand-lc-2	last	94.35	93.95	True
mBERT	Czech	animacy_verb	mBERT-rand-lc-3	last	94.55	93.65	True
mBERT	Czech	aspect_adj	mBERT-lc-1	last	89.15	89.15	True
mBERT	Czech	aspect_adj	mBERT-lc-2	last	87.95	87.8	True
mBERT	Czech	aspect_adj	mBERT-rand-lc-2	last	75.1	73.9	True
mBERT	Czech	aspect_adj	mBERT-rand-lc-3	last	73.65	72.35	True
mBERT	Czech	aspect_verb	mBERT-lc-1	last	80.1	83.65	True
mBERT	Czech	aspect_verb	mBERT-lc-2	last	78.05	80.35	True
mBERT	Czech	aspect_verb	mBERT-rand-lc-2	last	64.95	55.15	True
mBERT	Czech	aspect_verb	mBERT-rand-lc-3	last	64.25	55.5	True
mBERT	Czech	case_adj	mBERT-lc-1	last	87.10784313725489	86.32352941176471	True
mBERT	Czech	case_adj	mBERT-lc-2	last	87.40196078431373	83.28431372549021	True
mBERT	Czech	case_adj	mBERT-rand-lc-2	last	58.97058823529412	50.88235294117648	True
mBERT	Czech	case_adj	mBERT-rand-lc-3	last	56.81372549019609	47.843137254901954	True
mBERT	Czech	case_propn	mBERT-lc-1	last	87.25490196078431	83.28431372549021	True
mBERT	Czech	case_propn	mBERT-lc-2	last	86.42156862745097	81.66666666666667	True
mBERT	Czech	case_propn	mBERT-rand-lc-2	last	59.117647058823536	54.50980392156862	True
mBERT	Czech	case_propn	mBERT-rand-lc-3	last	64.31372549019609	56.5686274509804	True
mBERT	Czech	degree_adj	mBERT-lc-1	last	95.25	95.9	True
mBERT	Czech	degree_adj	mBERT-lc-2	last	97.3	96.6	True
mBERT	Czech	degree_adj	mBERT-rand-lc-2	last	61.3	64.65	True
mBERT	Czech	degree_adj	mBERT-rand-lc-3	last	61.8	63.15	True
mBERT	Czech	gender_adj	mBERT-lc-1	last	80.7960199004975	74.87562189054725	True
mBERT	Czech	gender_adj	mBERT-lc-2	last	76.21890547263682	71.24378109452735	True
mBERT	Czech	gender_adj	mBERT-rand-lc-2	last	60.8457711442786	54.527363184079604	True
mBERT	Czech	gender_adj	mBERT-rand-lc-3	last	62.33830845771145	54.27860696517413	True
mBERT	Czech	gender_noun	mBERT-lc-1	last	79.05472636815922	75.07462686567163	True
mBERT	Czech	gender_noun	mBERT-lc-2	last	76.51741293532339	72.83582089552239	True
mBERT	Czech	gender_noun	mBERT-rand-lc-2	last	60.94527363184079	58.059701492537314	True
mBERT	Czech	gender_noun	mBERT-rand-lc-3	last	60.845771144278615	57.16417910447761	True
mBERT	Czech	gender_propn	mBERT-lc-1	last	80.44776119402985	80.1492537313433	True
mBERT	Czech	gender_propn	mBERT-lc-2	last	76.66666666666667	77.31343283582089	True
mBERT	Czech	gender_propn	mBERT-rand-lc-2	last	59.800995024875625	57.512437810945265	True
mBERT	Czech	gender_propn	mBERT-rand-lc-3	last	59.40298507462687	56.26865671641791	True
mBERT	Czech	gender_verb	mBERT-lc-1	last	89.40298507462687	82.93532338308458	True
mBERT	Czech	gender_verb	mBERT-lc-2	last	89.15422885572139	83.5323383084577	True
mBERT	Czech	gender_verb	mBERT-rand-lc-2	last	89.50248756218905	83.38308457711443	True
mBERT	Czech	gender_verb	mBERT-rand-lc-3	last	89.40298507462687	83.38308457711443	True
mBERT	Czech	mood_verb	mBERT-lc-1	last	96.25	92.75	True
mBERT	Czech	mood_verb	mBERT-lc-2	last	96.7	94.25	True
mBERT	Czech	mood_verb	mBERT-rand-lc-2	last	80.9	61.1	True
mBERT	Czech	mood_verb	mBERT-rand-lc-3	last	79.35	60.4	True
mBERT	Czech	nametype_propn	mBERT-lc-1	last	66.50246305418719	67.85	True
mBERT	Czech	nametype_propn	mBERT-lc-2	last	62.95566502463055	59.95	True
mBERT	Czech	nametype_propn	mBERT-rand-lc-2	last	30.68965517241379	29.15	True
mBERT	Czech	nametype_propn	mBERT-rand-lc-3	last	30.689655172413797	29.05	True
mBERT	Czech	number_adj	mBERT-lc-1	last	93.95	95.95	True
mBERT	Czech	number_adj	mBERT-lc-2	last	92.3	96.1	True
mBERT	Czech	number_adj	mBERT-rand-lc-2	last	80.4	86.25	True
mBERT	Czech	number_adj	mBERT-rand-lc-3	last	82.55	88.1	True
mBERT	Czech	number_noun	mBERT-lc-1	last	93.45	90.1	True
mBERT	Czech	number_noun	mBERT-lc-2	last	93.85	88.4	True
mBERT	Czech	number_noun	mBERT-rand-lc-2	last	82.1	75.9	True
mBERT	Czech	number_noun	mBERT-rand-lc-3	last	79.15	73.5	True
mBERT	Czech	number_propn	mBERT-lc-1	last	93.35	90.35	True
mBERT	Czech	number_propn	mBERT-lc-2	last	91.95	87.1	True
mBERT	Czech	number_propn	mBERT-rand-lc-2	last	83.9	78.7	True
mBERT	Czech	number_propn	mBERT-rand-lc-3	last	84.55	78.35	True
mBERT	Czech	number_verb	mBERT-lc-1	last	94.3	92.65	True
mBERT	Czech	number_verb	mBERT-lc-2	last	92.3	93.2	True
mBERT	Czech	number_verb	mBERT-rand-lc-2	last	82.95	77.4	True
mBERT	Czech	number_verb	mBERT-rand-lc-3	last	78.75	75.45	True
mBERT	Czech	person_verb	mBERT-lc-1	last	99.50248756218907	98.35820895522389	True
mBERT	Czech	person_verb	mBERT-lc-2	last	100.0	98.80597014925374	True
mBERT	Czech	person_verb	mBERT-rand-lc-2	last	72.23880597014926	65.82089552238806	True
mBERT	Czech	person_verb	mBERT-rand-lc-3	last	70.0	63.48258706467662	True
mBERT	Czech	polarity_adj	mBERT-lc-1	last	90.55	87.9	True
mBERT	Czech	polarity_adj	mBERT-lc-2	last	91.05	85.6	True
mBERT	Czech	polarity_adj	mBERT-rand-lc-2	last	60.0	54.65	True
mBERT	Czech	polarity_adj	mBERT-rand-lc-3	last	54.3	56.9	True
mBERT	Czech	polarity_verb	mBERT-lc-1	last	95.35	94.0	True
mBERT	Czech	polarity_verb	mBERT-lc-2	last	95.6	92.95	True
mBERT	Czech	polarity_verb	mBERT-rand-lc-2	last	58.85	54.65	True
mBERT	Czech	polarity_verb	mBERT-rand-lc-3	last	58.8	55.15	True
mBERT	Czech	voice_adj	mBERT-lc-1	last	100.0	100.0	True
mBERT	Czech	voice_adj	mBERT-lc-2	last	100.0	99.95	True
mBERT	Czech	voice_adj	mBERT-rand-lc-2	last	92.35	93.5	True
mBERT	Czech	voice_adj	mBERT-rand-lc-3	last	92.2	93.7	True
mBERT	Danish	definite_noun	mBERT-lc-1	last	97.6	98.85	True
mBERT	Danish	definite_noun	mBERT-lc-2	last	97.85	98.3	True
mBERT	Danish	definite_noun	mBERT-rand-lc-2	last	81.95	82.2	True
mBERT	Danish	definite_noun	mBERT-rand-lc-3	last	81.65	79.2	True
mBERT	Danish	gender_noun	mBERT-lc-1	last	83.95	77.55	True
mBERT	Danish	gender_noun	mBERT-lc-2	last	84.25	73.35	True
mBERT	Danish	gender_noun	mBERT-rand-lc-2	last	74.5	70.75	True
mBERT	Danish	gender_noun	mBERT-rand-lc-3	last	74.1	68.9	True
mBERT	Danish	number_noun	mBERT-lc-1	last	87.4	91.0	True
mBERT	Danish	number_noun	mBERT-lc-2	last	85.6	90.5	True
mBERT	Danish	number_noun	mBERT-rand-lc-2	last	82.9	82.7	True
mBERT	Danish	number_noun	mBERT-rand-lc-3	last	81.95	82.1	True
mBERT	Danish	tense_verb	mBERT-lc-1	last	97.9	95.55	True
mBERT	Danish	tense_verb	mBERT-lc-2	last	97.8	97.15	True
mBERT	Danish	tense_verb	mBERT-rand-lc-2	last	90.5	89.6	True
mBERT	Danish	tense_verb	mBERT-rand-lc-3	last	90.75	89.45	True
mBERT	Danish	verbform_verb	mBERT-lc-1	last	91.7910447761194	89.8507462686567	True
mBERT	Danish	verbform_verb	mBERT-lc-2	last	88.60696517412934	88.90547263681592	True
mBERT	Danish	verbform_verb	mBERT-rand-lc-2	last	76.91542288557213	76.11940298507463	True
mBERT	Danish	verbform_verb	mBERT-rand-lc-3	last	75.92039800995025	74.12935323383086	True
mBERT	Dutch	gender_noun	mBERT-lc-1	last	82.15	80.15	True
mBERT	Dutch	gender_noun	mBERT-lc-2	last	78.65	75.2	True
mBERT	Dutch	gender_noun	mBERT-rand-lc-2	last	63.2	66.65	True
mBERT	Dutch	gender_noun	mBERT-rand-lc-3	last	61.55	69.25	True
mBERT	Dutch	gender_propn	mBERT-lc-1	last	73.6	69.25	True
mBERT	Dutch	gender_propn	mBERT-lc-2	last	70.95	70.35	True
mBERT	Dutch	gender_propn	mBERT-rand-lc-2	last	57.0	55.6	True
mBERT	Dutch	gender_propn	mBERT-rand-lc-3	last	58.55	56.95	True
mBERT	Dutch	number_noun	mBERT-lc-1	last	98.5	98.4	True
mBERT	Dutch	number_noun	mBERT-lc-2	last	98.05	96.6	True
mBERT	Dutch	number_noun	mBERT-rand-lc-2	last	96.55	96.45	True
mBERT	Dutch	number_noun	mBERT-rand-lc-3	last	96.55	96.4	True
mBERT	Dutch	verbform_verb	mBERT-lc-1	last	90.44776119402985	90.34825870646766	True
mBERT	Dutch	verbform_verb	mBERT-lc-2	last	87.51243781094526	89.45273631840796	True
mBERT	Dutch	verbform_verb	mBERT-rand-lc-2	last	78.2089552238806	76.56716417910448	True
mBERT	Dutch	verbform_verb	mBERT-rand-lc-3	last	76.41791044776119	76.81592039800994	True
mBERT	English	number_noun	mBERT-lc-1	last	95.15	97.6	True
mBERT	English	number_noun	mBERT-lc-2	last	95.0	97.0	True
mBERT	English	number_noun	mBERT-rand-lc-2	last	94.0	97.5	True
mBERT	English	number_noun	mBERT-rand-lc-3	last	94.0	97.5	True
mBERT	English	tense_verb	mBERT-lc-1	last	96.8	95.3	True
mBERT	English	tense_verb	mBERT-lc-2	last	99.0	95.5	True
mBERT	English	tense_verb	mBERT-rand-lc-2	last	96.1	94.15	True
mBERT	English	tense_verb	mBERT-rand-lc-3	last	95.85	94.45	True
mBERT	English	verbform_verb	mBERT-lc-1	last	78.95	79.65	True
mBERT	English	verbform_verb	mBERT-lc-2	last	74.75	78.15	True
mBERT	English	verbform_verb	mBERT-rand-lc-2	last	70.6	74.65	True
mBERT	English	verbform_verb	mBERT-rand-lc-3	last	71.4	73.1	True
mBERT	Estonian	case_adj	mBERT-lc-1	last	97.0	95.4	True
mBERT	Estonian	case_adj	mBERT-lc-2	last	95.15	93.8	True
mBERT	Estonian	case_adj	mBERT-rand-lc-2	last	64.8	57.25	True
mBERT	Estonian	case_adj	mBERT-rand-lc-3	last	59.2	60.25	True
mBERT	Estonian	case_noun	mBERT-lc-1	last	90.0	88.28571428571426	True
mBERT	Estonian	case_noun	mBERT-lc-2	last	87.28571428571426	85.95238095238093	True
mBERT	Estonian	case_noun	mBERT-rand-lc-2	last	44.52380952380951	41.57142857142857	True
mBERT	Estonian	case_noun	mBERT-rand-lc-3	last	44.619047619047606	40.904761904761905	True
mBERT	Estonian	number_adj	mBERT-lc-1	last	95.5	96.1	True
mBERT	Estonian	number_adj	mBERT-lc-2	last	97.25	96.0	True
mBERT	Estonian	number_adj	mBERT-rand-lc-2	last	75.25	69.95	True
mBERT	Estonian	number_adj	mBERT-rand-lc-3	last	74.95	69.95	True
mBERT	Estonian	number_noun	mBERT-lc-1	last	93.45	91.6	True
mBERT	Estonian	number_noun	mBERT-lc-2	last	91.9	90.0	True
mBERT	Estonian	number_noun	mBERT-rand-lc-2	last	77.5	77.05	True
mBERT	Estonian	number_noun	mBERT-rand-lc-3	last	76.9	76.3	True
mBERT	Estonian	number_verb	mBERT-lc-1	last	97.4	98.65	True
mBERT	Estonian	number_verb	mBERT-lc-2	last	98.75	97.95	True
mBERT	Estonian	number_verb	mBERT-rand-lc-2	last	96.9	96.6	True
mBERT	Estonian	number_verb	mBERT-rand-lc-3	last	96.9	96.4	True
mBERT	Estonian	person_verb	mBERT-lc-1	last	98.60696517412936	96.2	True
mBERT	Estonian	person_verb	mBERT-lc-2	last	97.2139303482587	97.0	True
mBERT	Estonian	person_verb	mBERT-rand-lc-2	last	80.39800995024876	77.0	True
mBERT	Estonian	person_verb	mBERT-rand-lc-3	last	82.08955223880596	75.15	True
mBERT	Estonian	tense_adj	mBERT-lc-1	last	99.5	99.05	True
mBERT	Estonian	tense_adj	mBERT-lc-2	last	99.0	98.85	True
mBERT	Estonian	tense_adj	mBERT-rand-lc-2	last	94.75	88.75	True
mBERT	Estonian	tense_adj	mBERT-rand-lc-3	last	94.4	88.5	True
mBERT	Estonian	tense_verb	mBERT-lc-1	last	94.65	88.45	True
mBERT	Estonian	tense_verb	mBERT-lc-2	last	92.95	88.1	True
mBERT	Estonian	tense_verb	mBERT-rand-lc-2	last	73.65	71.65	True
mBERT	Estonian	tense_verb	mBERT-rand-lc-3	last	73.9	68.95	True
mBERT	Estonian	verbform_verb	mBERT-lc-1	last	93.85	94.75247524752476	True
mBERT	Estonian	verbform_verb	mBERT-lc-2	last	95.7	95.0	True
mBERT	Estonian	verbform_verb	mBERT-rand-lc-2	last	73.45	67.27722772277227	True
