model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Finnish	degree_adj	mBERT-rand-subw	last	66.15	61.69154228855721
mBERT	Finnish	derivation_adj		first	83.0	82.45
mBERT	Finnish	derivation_adj		last	88.3	89.3
mBERT	Finnish	derivation_adj	mBERT-char	first	58.2	55.9
mBERT	Finnish	derivation_adj	mBERT-char	last	70.65	68.0
mBERT	Finnish	derivation_adj	mBERT-rand-char	first	44.95	37.6
mBERT	Finnish	derivation_adj	mBERT-rand-char	last	37.8	25.35
mBERT	Finnish	derivation_adj	mBERT-rand-subw	first	56.05	45.0
mBERT	Finnish	derivation_adj	mBERT-rand-subw	last	60.55	57.8
mBERT	Finnish	derivation_noun		first	82.57425742574256	81.1
mBERT	Finnish	derivation_noun		last	95.44554455445544	97.25
mBERT	Finnish	derivation_noun	mBERT-char	first	54.009900990099005	46.35
mBERT	Finnish	derivation_noun	mBERT-char	last	81.78217821782178	81.25
mBERT	Finnish	derivation_noun	mBERT-rand-char	first	32.079207920792086	21.9
mBERT	Finnish	derivation_noun	mBERT-rand-char	last	41.48514851485149	37.9
mBERT	Finnish	derivation_noun	mBERT-rand-subw	first	36.881188118811885	30.0
mBERT	Finnish	derivation_noun	mBERT-rand-subw	last	74.75247524752476	79.3
mBERT	Finnish	infform_verb		first	85.3	68.60696517412934
mBERT	Finnish	infform_verb		last	97.4	95.3731343283582
mBERT	Finnish	infform_verb	mBERT-char	first	70.4	60.79601990049751
mBERT	Finnish	infform_verb	mBERT-char	last	95.45	89.70149253731344
mBERT	Finnish	infform_verb	mBERT-rand-char	first	42.5	35.024875621890544
mBERT	Finnish	infform_verb	mBERT-rand-char	last	60.25	45.124378109452735
mBERT	Finnish	infform_verb	mBERT-rand-subw	first	42.95	32.7363184079602
mBERT	Finnish	infform_verb	mBERT-rand-subw	last	88.85	86.71641791044776
mBERT	Finnish	mood_verb		first	77.51243781094527	77.66169154228855
mBERT	Finnish	mood_verb		last	89.00497512437812	87.51243781094527
mBERT	Finnish	mood_verb	mBERT-char	first	59.10447761194028	62.885572139303484
mBERT	Finnish	mood_verb	mBERT-char	last	80.0	80.29850746268656
mBERT	Finnish	mood_verb	mBERT-rand-char	first	50.746268656716424	47.56218905472637
mBERT	Finnish	mood_verb	mBERT-rand-char	last	56.666666666666664	50.0
mBERT	Finnish	mood_verb	mBERT-rand-subw	first	51.29353233830847	48.70646766169154
mBERT	Finnish	mood_verb	mBERT-rand-subw	last	73.23383084577115	71.29353233830847
mBERT	Finnish	number_adj		first	88.9	85.45
mBERT	Finnish	number_adj		last	99.5	97.2
mBERT	Finnish	number_adj	mBERT-char	first	66.8	59.9
mBERT	Finnish	number_adj	mBERT-char	last	88.35	85.45
mBERT	Finnish	number_adj	mBERT-rand-char	first	58.1	48.9
mBERT	Finnish	number_adj	mBERT-rand-char	last	67.4	59.3
mBERT	Finnish	number_adj	mBERT-rand-subw	first	56.85	48.35
mBERT	Finnish	number_adj	mBERT-rand-subw	last	81.9	81.5
mBERT	Finnish	number_noun		first	85.15	88.4
mBERT	Finnish	number_noun		last	91.3	94.55
mBERT	Finnish	number_noun	mBERT-char	first	57.95	58.1
mBERT	Finnish	number_noun	mBERT-char	last	71.5	77.55
mBERT	Finnish	number_noun	mBERT-rand-char	first	54.8	53.05
mBERT	Finnish	number_noun	mBERT-rand-char	last	60.95	64.35
mBERT	Finnish	number_noun	mBERT-rand-subw	first	56.6	52.25
mBERT	Finnish	number_noun	mBERT-rand-subw	last	71.4	78.15
mBERT	Finnish	number_verb		first	84.5	83.6
mBERT	Finnish	number_verb		last	96.65	96.0
mBERT	Finnish	number_verb	mBERT-char	first	75.6	67.1
mBERT	Finnish	number_verb	mBERT-char	last	88.8	86.55
mBERT	Finnish	number_verb	mBERT-rand-char	first	61.2	49.9
mBERT	Finnish	number_verb	mBERT-rand-char	last	73.05	76.2
mBERT	Finnish	number_verb	mBERT-rand-subw	first	55.4	51.85
mBERT	Finnish	number_verb	mBERT-rand-subw	last	84.95	86.15
mBERT	Finnish	partform_verb		first	77.51243781094527	77.86069651741295
mBERT	Finnish	partform_verb		last	95.52238805970151	96.21890547263682
mBERT	Finnish	partform_verb	mBERT-char	first	67.1641791044776	67.46268656716418
mBERT	Finnish	partform_verb	mBERT-char	last	90.84577114427861	88.1592039800995
mBERT	Finnish	partform_verb	mBERT-rand-char	first	38.95522388059701	37.014925373134325
mBERT	Finnish	partform_verb	mBERT-rand-char	last	56.21890547263681	49.85074626865672
mBERT	Finnish	partform_verb	mBERT-rand-subw	first	42.38805970149254	37.66169154228855
mBERT	Finnish	partform_verb	mBERT-rand-subw	last	76.71641791044776	78.85572139303483
mBERT	Finnish	tense_verb		first	86.4	87.1
mBERT	Finnish	tense_verb		last	95.15	93.75
mBERT	Finnish	tense_verb	mBERT-char	first	68.7	61.5
mBERT	Finnish	tense_verb	mBERT-char	last	82.9	86.3
mBERT	Finnish	tense_verb	mBERT-rand-char	first	54.5	49.5
mBERT	Finnish	tense_verb	mBERT-rand-char	last	74.25	65.45
mBERT	Finnish	tense_verb	mBERT-rand-subw	first	58.29999999999999	49.45
mBERT	Finnish	tense_verb	mBERT-rand-subw	last	81.05	81.75
mBERT	Finnish	verbform_verb		first	81.7910447761194	77.26368159203979
mBERT	Finnish	verbform_verb		last	94.72636815920399	90.39800995024875
mBERT	Finnish	verbform_verb	mBERT-char	first	60.646766169154226	53.03482587064676
mBERT	Finnish	verbform_verb	mBERT-char	last	79.35323383084577	79.25373134328359
mBERT	Finnish	verbform_verb	mBERT-rand-char	first	40.44776119402984	42.83582089552239
mBERT	Finnish	verbform_verb	mBERT-rand-char	last	56.119402985074636	53.53233830845771
mBERT	Finnish	verbform_verb	mBERT-rand-subw	first	47.16417910447761	38.507462686567166
mBERT	Finnish	verbform_verb	mBERT-rand-subw	last	69.30348258706468	71.49253731343285
mBERT	Finnish	voice_verb		first	86.7	81.25
mBERT	Finnish	voice_verb		last	92.8	87.85
mBERT	Finnish	voice_verb	mBERT-char	first	73.6	65.3
mBERT	Finnish	voice_verb	mBERT-char	last	83.7	77.75
mBERT	Finnish	voice_verb	mBERT-rand-char	first	56.75	51.85
mBERT	Finnish	voice_verb	mBERT-rand-char	last	72.85	66.55
mBERT	Finnish	voice_verb	mBERT-rand-subw	first	56.05	50.85
mBERT	Finnish	voice_verb	mBERT-rand-subw	last	85.2	75.5
mBERT	French	gender_adj		first	88.7	89.8
mBERT	French	gender_adj		last	97.6	98.65
mBERT	French	gender_adj	mBERT-char	first	71.9	68.65
mBERT	French	gender_adj	mBERT-char	last	86.35	82.6
mBERT	French	gender_adj	mBERT-rand-char	first	49.95	54.0
mBERT	French	gender_adj	mBERT-rand-char	last	72.65	72.7
mBERT	French	gender_adj	mBERT-rand-subw	first	55.65	51.95
mBERT	French	gender_adj	mBERT-rand-subw	last	67.8	65.15
mBERT	French	gender_noun		first	88.45	89.1
mBERT	French	gender_noun		last	91.75	94.9
mBERT	French	gender_noun	mBERT-char	first	66.6	67.6
mBERT	French	gender_noun	mBERT-char	last	79.45	77.9
mBERT	French	gender_noun	mBERT-rand-char	first	53.6	52.7
mBERT	French	gender_noun	mBERT-rand-char	last	66.8	68.4
mBERT	French	gender_noun	mBERT-rand-subw	first	51.85	50.15
mBERT	French	gender_noun	mBERT-rand-subw	last	64.55	59.35
mBERT	French	gender_verb		first	91.8	94.95
mBERT	French	gender_verb		last	100.0	99.6
mBERT	French	gender_verb	mBERT-char	first	87.9	84.15
mBERT	French	gender_verb	mBERT-char	last	100.0	98.85
mBERT	French	gender_verb	mBERT-rand-char	first	59.3	48.15
mBERT	French	gender_verb	mBERT-rand-char	last	88.1	79.0
mBERT	French	gender_verb	mBERT-rand-subw	first	53.05	48.0
mBERT	French	gender_verb	mBERT-rand-subw	last	93.1	89.55
mBERT	French	number_adj		first	96.7	94.8
mBERT	French	number_adj		last	99.5	96.6
mBERT	French	number_adj	mBERT-char	first	85.35	84.05
mBERT	French	number_adj	mBERT-char	last	99.9	95.0
mBERT	French	number_adj	mBERT-rand-char	first	62.25	52.9
mBERT	French	number_adj	mBERT-rand-char	last	99.1	95.8
mBERT	French	number_adj	mBERT-rand-subw	first	51.9	50.8
mBERT	French	number_adj	mBERT-rand-subw	last	89.25	87.95
mBERT	French	number_noun		first	94.65	95.7
mBERT	French	number_noun		last	95.85	99.0
mBERT	French	number_noun	mBERT-char	first	86.7	87.5
mBERT	French	number_noun	mBERT-char	last	93.85	97.75
mBERT	French	number_noun	mBERT-rand-char	first	56.95	54.15
mBERT	French	number_noun	mBERT-rand-char	last	93.5	96.3
mBERT	French	number_noun	mBERT-rand-subw	first	62.3	53.0
mBERT	French	number_noun	mBERT-rand-subw	last	82.95	79.35
mBERT	French	number_verb		first	98.8	93.05
mBERT	French	number_verb		last	100.0	98.6
mBERT	French	number_verb	mBERT-char	first	84.35	78.8
mBERT	French	number_verb	mBERT-char	last	99.7	98.7
mBERT	French	number_verb	mBERT-rand-char	first	58.75	52.35
mBERT	French	number_verb	mBERT-rand-char	last	90.65	89.8
mBERT	French	number_verb	mBERT-rand-subw	first	54.0	52.75
mBERT	French	number_verb	mBERT-rand-subw	last	93.55	94.1
mBERT	French	tense_verb		first	82.2	71.2871287128713
mBERT	French	tense_verb		last	95.5	91.13861386138615
mBERT	French	tense_verb	mBERT-char	first	53.3	48.21782178217822
mBERT	French	tense_verb	mBERT-char	last	88.25	81.08910891089108
mBERT	French	tense_verb	mBERT-rand-char	first	36.45	26.881188118811878
mBERT	French	tense_verb	mBERT-rand-char	last	60.5	61.386138613861384
mBERT	French	tense_verb	mBERT-rand-subw	first	40.2	25.59405940594059
mBERT	French	tense_verb	mBERT-rand-subw	last	74.05	76.7821782178218
mBERT	French	verbform_verb		first	97.06467661691542	95.07462686567165
mBERT	French	verbform_verb		last	99.00497512437812	99.45273631840799
mBERT	French	verbform_verb	mBERT-char	first	80.44776119402985	68.35820895522389
mBERT	French	verbform_verb	mBERT-char	last	97.31343283582092	91.74129353233832
mBERT	French	verbform_verb	mBERT-rand-char	first	44.57711442786069	32.48756218905473
mBERT	French	verbform_verb	mBERT-rand-char	last	80.0	75.97014925373134
mBERT	French	verbform_verb	mBERT-rand-subw	first	42.58706467661692	34.07960199004975
mBERT	French	verbform_verb	mBERT-rand-subw	last	84.37810945273633	79.0547263681592
mBERT	German	case_adj		first	72.2	64.9
mBERT	German	case_adj		last	93.6	85.0
mBERT	German	case_adj	mBERT-char	first	52.9	51.15
mBERT	German	case_adj	mBERT-char	last	60.5	60.75
mBERT	German	case_adj	mBERT-rand-char	first	36.15	31.65
mBERT	German	case_adj	mBERT-rand-char	last	50.3	45.25
mBERT	German	case_adj	mBERT-rand-subw	first	34.35	30.85
mBERT	German	case_adj	mBERT-rand-subw	last	51.25	46.0
mBERT	German	case_noun		first	66.15	62.85
mBERT	German	case_noun		last	79.6	73.8
mBERT	German	case_noun	mBERT-char	first	51.3	50.6
mBERT	German	case_noun	mBERT-char	last	54.25	45.0
mBERT	German	case_noun	mBERT-rand-char	first	34.85	29.85
mBERT	German	case_noun	mBERT-rand-char	last	52.65	42.35
mBERT	German	case_noun	mBERT-rand-subw	first	32.1	31.6
mBERT	German	case_noun	mBERT-rand-subw	last	45.55	42.6
mBERT	German	case_propn		first	56.35	56.35
mBERT	German	case_propn		last	72.15	68.5
mBERT	German	case_propn	mBERT-char	first	40.85	41.65
mBERT	German	case_propn	mBERT-char	last	49.35	49.65
mBERT	German	case_propn	mBERT-rand-char	first	32.15	30.95
mBERT	German	case_propn	mBERT-rand-char	last	46.65	48.0
mBERT	German	case_propn	mBERT-rand-subw	first	31.45	33.9
mBERT	German	case_propn	mBERT-rand-subw	last	43.3	40.55
mBERT	German	gender_adj		first	69.25	63.08457711442786
mBERT	German	gender_adj		last	85.9	79.45273631840796
mBERT	German	gender_adj	mBERT-char	first	43.45	47.01492537313433
mBERT	German	gender_adj	mBERT-char	last	58.2	57.16417910447761
mBERT	German	gender_adj	mBERT-rand-char	first	40.65	30.348258706467657
mBERT	German	gender_adj	mBERT-rand-char	last	56.25	57.263681592039816
mBERT	German	gender_adj	mBERT-rand-subw	first	41.95	37.06467661691542
mBERT	German	gender_adj	mBERT-rand-subw	last	50.4	46.71641791044776
mBERT	German	gender_noun		first	69.20398009950247	64.82587064676616
mBERT	German	gender_noun		last	85.77114427860697	80.49751243781095
mBERT	German	gender_noun	mBERT-char	first	50.69651741293533	47.960199004975124
mBERT	German	gender_noun	mBERT-char	last	59.9502487562189	58.507462686567145
mBERT	German	gender_noun	mBERT-rand-char	first	37.51243781094527	38.90547263681591
mBERT	German	gender_noun	mBERT-rand-char	last	52.63681592039801	51.8905472636816
mBERT	German	gender_noun	mBERT-rand-subw	first	38.756218905472636	38.85572139303482
mBERT	German	gender_noun	mBERT-rand-subw	last	48.656716417910445	47.61194029850746
mBERT	German	gender_propn		first	72.65	71.19402985074626
mBERT	German	gender_propn		last	73.45	71.34328358208954
mBERT	German	gender_propn	mBERT-char	first	57.55	55.373134328358205
mBERT	German	gender_propn	mBERT-char	last	54.65	48.90547263681592
mBERT	German	gender_propn	mBERT-rand-char	first	37.7	32.93532338308458
mBERT	German	gender_propn	mBERT-rand-char	last	51.05	47.114427860696516
mBERT	German	gender_propn	mBERT-rand-subw	first	42.0	39.9004975124378
mBERT	German	gender_propn	mBERT-rand-subw	last	45.7	37.86069651741293
mBERT	German	number_adj		first	91.55	85.8
mBERT	German	number_adj		last	96.8	97.95
mBERT	German	number_adj	mBERT-char	first	66.25	57.45
mBERT	German	number_adj	mBERT-char	last	74.7	69.1
mBERT	German	number_adj	mBERT-rand-char	first	58.1	52.05
mBERT	German	number_adj	mBERT-rand-char	last	64.35	55.85
mBERT	German	number_adj	mBERT-rand-subw	first	61.0	55.8
mBERT	German	number_adj	mBERT-rand-subw	last	62.35	56.2
mBERT	German	number_noun		first	90.35	88.35
mBERT	German	number_noun		last	96.05	92.7
mBERT	German	number_noun	mBERT-char	first	63.0	61.65
mBERT	German	number_noun	mBERT-char	last	87.3	81.55
mBERT	German	number_noun	mBERT-rand-char	first	54.4	52.5
mBERT	German	number_noun	mBERT-rand-char	last	78.05	74.65
mBERT	German	number_noun	mBERT-rand-subw	first	55.45	52.1
mBERT	German	number_noun	mBERT-rand-subw	last	73.85	64.95
mBERT	German	number_verb		first	93.55	93.3
mBERT	German	number_verb		last	97.45	100.0
mBERT	German	number_verb	mBERT-char	first	74.6	76.55
mBERT	German	number_verb	mBERT-char	last	98.0	100.0
mBERT	German	number_verb	mBERT-rand-char	first	54.45	55.3
mBERT	German	number_verb	mBERT-rand-char	last	97.6	100.0
mBERT	German	number_verb	mBERT-rand-subw	first	53.4	48.2
mBERT	German	number_verb	mBERT-rand-subw	last	87.7	90.95
mBERT	German	tense_verb		first	86.45	83.0
mBERT	German	tense_verb		last	93.7	86.2
mBERT	German	tense_verb	mBERT-char	first	63.7	55.0
mBERT	German	tense_verb	mBERT-char	last	89.8	79.0
mBERT	German	tense_verb	mBERT-rand-char	first	52.5	49.9
mBERT	German	tense_verb	mBERT-rand-char	last	80.35	66.9
mBERT	German	tense_verb	mBERT-rand-subw	first	52.65	50.8
mBERT	German	tense_verb	mBERT-rand-subw	last	78.0	72.45
mBERT	German	verbform_verb		first	93.3	88.60696517412934
mBERT	German	verbform_verb		last	96.4	94.17910447761196
mBERT	German	verbform_verb	mBERT-char	first	75.9	68.00995024875621
mBERT	German	verbform_verb	mBERT-char	last	85.3	77.363184079602
mBERT	German	verbform_verb	mBERT-rand-char	first	57.5	53.383084577114424
mBERT	German	verbform_verb	mBERT-rand-char	last	75.3	66.76616915422883
mBERT	German	verbform_verb	mBERT-rand-subw	first	55.4	55.07462686567165
mBERT	German	verbform_verb	mBERT-rand-subw	last	69.45	62.98507462686568
mBERT	Greek	aspect_verb		first	82.7	80.45
mBERT	Greek	aspect_verb		last	95.65	89.75
mBERT	Greek	aspect_verb	mBERT-char	first	73.1	63.65
mBERT	Greek	aspect_verb	mBERT-char	last	87.9	78.8
mBERT	Greek	aspect_verb	mBERT-rand-char	first	54.7	53.45
mBERT	Greek	aspect_verb	mBERT-rand-char	last	79.25	71.1
mBERT	Greek	aspect_verb	mBERT-rand-subw	first	56.15	53.3
mBERT	Greek	aspect_verb	mBERT-rand-subw	last	85.3	80.05
mBERT	Greek	case_noun		first	89.99999999999999	87.96019900497512
mBERT	Greek	case_noun		last	92.83582089552239	92.7860696517413
mBERT	Greek	case_noun	mBERT-char	first	70.34825870646766	64.87562189054725
mBERT	Greek	case_noun	mBERT-char	last	82.28855721393033	80.94527363184079
mBERT	Greek	case_noun	mBERT-rand-char	first	45.07462686567165	45.373134328358205
mBERT	Greek	case_noun	mBERT-rand-char	last	63.23383084577115	63.13432835820896
mBERT	Greek	case_noun	mBERT-rand-subw	first	40.19900497512438	41.492537313432834
mBERT	Greek	case_noun	mBERT-rand-subw	last	63.73134328358209	61.59203980099503
mBERT	Greek	gender_noun		first	79.70149253731344	77.46268656716418
mBERT	Greek	gender_noun		last	89.55223880597013	86.81592039800995
mBERT	Greek	gender_noun	mBERT-char	first	61.14427860696518	56.26865671641791
mBERT	Greek	gender_noun	mBERT-char	last	76.56716417910447	75.62189054726367
mBERT	Greek	gender_noun	mBERT-rand-char	first	45.124378109452735	38.457711442786064
mBERT	Greek	gender_noun	mBERT-rand-char	last	59.850746268656714	58.40796019900498
mBERT	Greek	gender_noun	mBERT-rand-subw	first	40.34825870646766	38.208955223880594
mBERT	Greek	gender_noun	mBERT-rand-subw	last	65.62189054726369	64.4278606965174
mBERT	Greek	number_noun		first	98.85	98.8
mBERT	Greek	number_noun		last	99.4	98.4
mBERT	Greek	number_noun	mBERT-char	first	81.6	78.2
mBERT	Greek	number_noun	mBERT-char	last	96.7	93.85
mBERT	Greek	number_noun	mBERT-rand-char	first	53.5	51.6
mBERT	Greek	number_noun	mBERT-rand-char	last	78.35	66.0
mBERT	Greek	number_noun	mBERT-rand-subw	first	61.7	51.05
mBERT	Greek	number_noun	mBERT-rand-subw	last	85.15	80.65
mBERT	Greek	voice_verb		first	91.35	89.8
mBERT	Greek	voice_verb		last	98.65	95.85
mBERT	Greek	voice_verb	mBERT-char	first	72.75	70.15
mBERT	Greek	voice_verb	mBERT-char	last	95.6	93.7
mBERT	Greek	voice_verb	mBERT-rand-char	first	51.25	48.45
mBERT	Greek	voice_verb	mBERT-rand-char	last	61.05	56.45
mBERT	Greek	voice_verb	mBERT-rand-subw	first	51.5	50.9
mBERT	Greek	voice_verb	mBERT-rand-subw	last	91.75	90.6
mBERT	Hebrew	gender_noun		first	92.45	89.8
mBERT	Hebrew	gender_noun		last	96.0	94.75
mBERT	Hebrew	gender_noun	mBERT-char	first	86.3	83.35
mBERT	Hebrew	gender_noun	mBERT-char	last	94.5	94.0
mBERT	Hebrew	gender_noun	mBERT-rand-char	first	60.55	54.05
mBERT	Hebrew	gender_noun	mBERT-rand-char	last	94.5	93.95
mBERT	Hebrew	gender_noun	mBERT-rand-subw	first	58.5	54.15
mBERT	Hebrew	gender_noun	mBERT-rand-subw	last	83.8	82.05
mBERT	Hebrew	gender_verb		first	84.2	84.5
mBERT	Hebrew	gender_verb		last	85.1	79.25
mBERT	Hebrew	gender_verb	mBERT-char	first	82.95	82.05
mBERT	Hebrew	gender_verb	mBERT-char	last	84.9	76.9
mBERT	Hebrew	gender_verb	mBERT-rand-char	first	58.45	59.25
mBERT	Hebrew	gender_verb	mBERT-rand-char	last	85.25	75.35
mBERT	Hebrew	gender_verb	mBERT-rand-subw	first	57.6	55.25
mBERT	Hebrew	gender_verb	mBERT-rand-subw	last	76.2	68.5
mBERT	Hebrew	hebbinyan_verb		first	81.19402985074628	76.89655172413792
mBERT	Hebrew	hebbinyan_verb		last	67.01492537313433	56.699507389162555
mBERT	Hebrew	hebbinyan_verb	mBERT-char	first	74.62686567164178	71.52709359605913
mBERT	Hebrew	hebbinyan_verb	mBERT-char	last	66.41791044776119	58.0295566502463
mBERT	Hebrew	hebbinyan_verb	mBERT-rand-char	first	38.457711442786064	34.679802955665025
mBERT	Hebrew	hebbinyan_verb	mBERT-rand-char	last	22.089552238805965	18.325123152709356
mBERT	Hebrew	hebbinyan_verb	mBERT-rand-subw	first	49.950248756218905	42.26600985221674
mBERT	Hebrew	hebbinyan_verb	mBERT-rand-subw	last	26.81592039800995	18.128078817733986
mBERT	Hebrew	number_noun		first	94.7	91.4
mBERT	Hebrew	number_noun		last	98.4	96.95
mBERT	Hebrew	number_noun	mBERT-char	first	81.35	76.4
mBERT	Hebrew	number_noun	mBERT-char	last	96.65	97.05
mBERT	Hebrew	number_noun	mBERT-rand-char	first	56.15	50.85
mBERT	Hebrew	number_noun	mBERT-rand-char	last	84.4	79.55
mBERT	Hebrew	number_noun	mBERT-rand-subw	first	58.85	48.2
mBERT	Hebrew	number_noun	mBERT-rand-subw	last	86.55	84.0
mBERT	Hebrew	number_verb		first	98.35	96.9
mBERT	Hebrew	number_verb		last	97.7	99.0
mBERT	Hebrew	number_verb	mBERT-char	first	92.95	89.05
mBERT	Hebrew	number_verb	mBERT-char	last	95.25	98.45
mBERT	Hebrew	number_verb	mBERT-rand-char	first	58.6	56.5
mBERT	Hebrew	number_verb	mBERT-rand-char	last	91.7	90.55
mBERT	Hebrew	number_verb	mBERT-rand-subw	first	54.95	52.55
mBERT	Hebrew	number_verb	mBERT-rand-subw	last	86.8	91.75
mBERT	Hindi	case_adj		first	85.95	79.25
mBERT	Hindi	case_adj		last	88.7	84.1
mBERT	Hindi	case_adj	mBERT-char	first	76.8	62.55
mBERT	Hindi	case_adj	mBERT-char	last	79.25	74.75
mBERT	Hindi	case_adj	mBERT-rand-char	first	64.95	62.55
mBERT	Hindi	case_adj	mBERT-rand-char	last	65.3	71.7
mBERT	Hindi	case_adj	mBERT-rand-subw	first	63.35	59.6
mBERT	Hindi	case_adj	mBERT-rand-subw	last	64.8	60.1
mBERT	Hindi	case_noun		first	89.25	82.05
mBERT	Hindi	case_noun		last	97.35	90.15
mBERT	Hindi	case_noun	mBERT-char	first	75.35	64.35
mBERT	Hindi	case_noun	mBERT-char	last	92.85	84.9
mBERT	Hindi	case_noun	mBERT-rand-char	first	56.15	48.5
mBERT	Hindi	case_noun	mBERT-rand-char	last	66.65	66.35
mBERT	Hindi	case_noun	mBERT-rand-subw	first	59.25	48.5
mBERT	Hindi	case_noun	mBERT-rand-subw	last	67.8	63.6
mBERT	Hindi	case_propn		first	88.35	79.4
mBERT	Hindi	case_propn		last	94.05	90.75
mBERT	Hindi	case_propn	mBERT-char	first	67.6	56.3
mBERT	Hindi	case_propn	mBERT-char	last	95.15	85.05
mBERT	Hindi	case_propn	mBERT-rand-char	first	50.9	48.0
mBERT	Hindi	case_propn	mBERT-rand-char	last	57.15	48.8
mBERT	Hindi	case_propn	mBERT-rand-subw	first	52.85	46.95
mBERT	Hindi	case_propn	mBERT-rand-subw	last	54.05	49.7
mBERT	Hindi	gender_noun		first	81.8	79.3
mBERT	Hindi	gender_noun		last	84.4	86.35
mBERT	Hindi	gender_noun	mBERT-char	first	62.65	58.2
mBERT	Hindi	gender_noun	mBERT-char	last	77.2	75.7
mBERT	Hindi	gender_noun	mBERT-rand-char	first	55.45	56.9
mBERT	Hindi	gender_noun	mBERT-rand-char	last	68.6	68.75
mBERT	Hindi	gender_noun	mBERT-rand-subw	first	54.65	52.15
mBERT	Hindi	gender_noun	mBERT-rand-subw	last	72.65	70.2
mBERT	Hindi	gender_propn		first	68.3	68.75
mBERT	Hindi	gender_propn		last	81.5	70.7
mBERT	Hindi	gender_propn	mBERT-char	first	60.6	53.85
mBERT	Hindi	gender_propn	mBERT-char	last	74.45	66.25
mBERT	Hindi	gender_propn	mBERT-rand-char	first	56.4	51.25
mBERT	Hindi	gender_propn	mBERT-rand-char	last	70.75	65.85
mBERT	Hindi	gender_propn	mBERT-rand-subw	first	60.75	50.7
mBERT	Hindi	gender_propn	mBERT-rand-subw	last	70.3	56.0
mBERT	Hindi	number_noun		first	89.9	88.05
mBERT	Hindi	number_noun		last	92.45	93.05
mBERT	Hindi	number_noun	mBERT-char	first	73.55	74.8
mBERT	Hindi	number_noun	mBERT-char	last	86.7	90.9
mBERT	Hindi	number_noun	mBERT-rand-char	first	53.3	54.85
mBERT	Hindi	number_noun	mBERT-rand-char	last	85.9	88.7
mBERT	Hindi	number_noun	mBERT-rand-subw	first	53.2	46.75
mBERT	Hindi	number_noun	mBERT-rand-subw	last	82.7	87.1
mBERT	Hungarian	number[psor]_noun		first	93.6	91.1
mBERT	Hungarian	number[psor]_noun		last	99.7	96.7
mBERT	Hungarian	number[psor]_noun	mBERT-char	first	74.45	74.15
mBERT	Hungarian	number[psor]_noun	mBERT-char	last	86.2	84.05
mBERT	Hungarian	number[psor]_noun	mBERT-rand-char	first	53.45	49.55
mBERT	Hungarian	number[psor]_noun	mBERT-rand-char	last	67.55	65.2
mBERT	Hungarian	number[psor]_noun	mBERT-rand-subw	first	55.45	50.5
mBERT	Hungarian	number[psor]_noun	mBERT-rand-subw	last	80.35	76.15
mBERT	Hungarian	number_noun		first	93.0	91.7
mBERT	Hungarian	number_noun		last	96.9	94.25
mBERT	Hungarian	number_noun	mBERT-char	first	67.65	67.65
mBERT	Hungarian	number_noun	mBERT-char	last	89.8	85.2
mBERT	Hungarian	number_noun	mBERT-rand-char	first	51.45	51.0
mBERT	Hungarian	number_noun	mBERT-rand-char	last	73.65	78.2
mBERT	Hungarian	number_noun	mBERT-rand-subw	first	51.95	51.15
mBERT	Hungarian	number_noun	mBERT-rand-subw	last	84.45	76.95
mBERT	Hungarian	person[psor]_noun		first	94.7	88.6
mBERT	Hungarian	person[psor]_noun		last	98.05	94.15
mBERT	Hungarian	person[psor]_noun	mBERT-char	first	74.9	70.8
mBERT	Hungarian	person[psor]_noun	mBERT-char	last	86.3	86.6
mBERT	Hungarian	person[psor]_noun	mBERT-rand-char	first	61.0	49.85
mBERT	Hungarian	person[psor]_noun	mBERT-rand-char	last	68.0	70.35
mBERT	Hungarian	person[psor]_noun	mBERT-rand-subw	first	57.85	55.15
mBERT	Hungarian	person[psor]_noun	mBERT-rand-subw	last	86.9	76.0
mBERT	Italian	gender_adj		first	90.5	90.65
mBERT	Italian	gender_adj		last	100.0	91.1
mBERT	Italian	gender_adj	mBERT-char	first	80.6	80.9
mBERT	Italian	gender_adj	mBERT-char	last	100.0	89.8
mBERT	Italian	gender_adj	mBERT-rand-char	first	50.65	51.9
mBERT	Italian	gender_adj	mBERT-rand-char	last	100.0	89.95
mBERT	Italian	gender_adj	mBERT-rand-subw	first	49.0	50.95
mBERT	Italian	gender_adj	mBERT-rand-subw	last	87.25	78.8
mBERT	Italian	gender_noun		first	93.5	92.4
mBERT	Italian	gender_noun		last	96.5	96.7
mBERT	Italian	gender_noun	mBERT-char	first	82.15	76.4
mBERT	Italian	gender_noun	mBERT-char	last	89.65	85.65
mBERT	Italian	gender_noun	mBERT-rand-char	first	57.85	48.7
mBERT	Italian	gender_noun	mBERT-rand-char	last	83.3	76.7
mBERT	Italian	gender_noun	mBERT-rand-subw	first	56.85	50.4
mBERT	Italian	gender_noun	mBERT-rand-subw	last	73.2	68.45
mBERT	Italian	number_adj		first	95.5	94.5
mBERT	Italian	number_adj		last	98.05	95.35
mBERT	Italian	number_adj	mBERT-char	first	78.5	76.7
mBERT	Italian	number_adj	mBERT-char	last	97.05	92.9
mBERT	Italian	number_adj	mBERT-rand-char	first	57.95	53.3
mBERT	Italian	number_adj	mBERT-rand-char	last	87.35	82.65
mBERT	Italian	number_adj	mBERT-rand-subw	first	52.2	51.85
mBERT	Italian	number_adj	mBERT-rand-subw	last	83.75	77.9
